YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2019,2019,MO,Missouri,YRBSS,Tobacco,Current electronic vapor product use among high school students,,%,Crude Prevalence,23.1,23.1,,,17.2,30.2,Sex,Male,,,,,POINT (-92.56630005299968 38.635790776000476),29,TOB,TOB02,,CRDPREV,SEX,SEXM,,,,
2022,2022,WA,Washington,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,,%,Age-adjusted Prevalence,23.2,23.2,,,21.5,24.9,Sex,Female,,,,,POINT (-120.47001078999972 47.52227862900048),53,ORH,ORH02,,AGEADJPREV,SEX,SEXF,,,,
2022,2022,NJ,New Jersey,BRFSS,Health Status,2 or more chronic conditions among adults,,%,Age-adjusted Prevalence,15.3,15.3,,,12.8,18.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),34,HEA,HEA05,,AGEADJPREV,RACE,BLK,,,,
2021,2022,MO,Missouri,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,CHC,CHC04,,AGEADJPREV,RACE,ASN,,,,
2021,2021,VI,Virgin Islands,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed fruit less than one time daily among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-64.896335 18.335765),78,NPAW,NPW02,,AGEADJPREV,RACE,HAPI,,,,
2022,2022,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults,,%,Crude Prevalence,9.9,9.9,,,6.9,13.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,ALC,ALC06,,CRDPREV,RACE,BLK,,,,
2021,2021,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed fruit less than one time daily among adults,,%,Crude Prevalence,41.3,41.3,,,34.6,48.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,NPAW,NPW02,,CRDPREV,RACE,AIAN,,,,
2020,2020,NH,New Hampshire,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,AST,AST01,,CRDRATE,RACE,WHT,,,,
2019,2019,SC,South Carolina,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Age-adjusted Rate,15.48,15.48,,,10.12,20.84,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,CVD,CVD06,,AGEADJRATE,RACE,API,,,,
2020,2020,US,United States,BRFSS,Oral Health,All teeth lost among adults aged 65 years and older,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,59,ORH,ORH03,,CRDPREV,RACE,MRC,,,,
2021,2021,IL,Illinois,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,4.3,4.3,,,3.4,5.3,Age,Age >=65,,,,,POINT (-88.99771017799969 40.48501028300046),17,DIA,DIA04,,CRDRATE,AGE,AGE65P,,,,
2020,2020,GA,Georgia,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,25.7,25.7,,,24.3,27.2,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS01,,CRDPREV,OVERALL,OVR,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN01,,AGEADJRATE,RACE,API,,,,
2022,2022,RI,Rhode Island,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),44,ORH,ORH06,,AGEADJPREV,RACE,AIAN,,,,
2021,2021,TN,Tennessee,YRBSS,Tobacco,Current tobacco use of any tobacco product among high school students,,%,Crude Prevalence,20.7,20.7,,,16.7,25.3,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),47,TOB,TOB01,,CRDPREV,OVERALL,OVR,,,,
2021,2021,HI,Hawaii,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,156.5,156.5,,,130.3,182.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,COPD,COPD06,,CRDRATE,RACE,MRC,,,,
2021,2021,NH,New Hampshire,BRFSS,Immunization,Pneumococcal vaccination among adults aged 18â€“64 years who are at increased risk,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,IMM,IMM03,,CRDPREV,RACE,ASN,,,,
2020,2020,NH,New Hampshire,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,95.0,95.0,,,,,Age,Age 45-64,,,,,POINT (-71.50036091999965 43.65595011300047),33,COPD,COPD05,,NMBR,AGE,AGE4564,,,,
2021,2021,KS,Kansas,YRBSS,Alcohol,Binge drinking prevalence among high school students,,%,Crude Prevalence,24.7,24.7,,,12.0,44.1,Grade,Grade 12,,,,,POINT (-98.20078122699965 38.34774030000045),20,ALC,ALC07,,CRDPREV,GRADE,GRD12,,,,
2019,2019,CA,California,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,,%,Age-adjusted Prevalence,51.3,51.3,,,49.1,53.6,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),6,CVD,CVD02,,AGEADJPREV,OVERALL,OVR,,,,
2021,2021,KS,Kansas,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,2.8,2.8,,,2.0,3.8,Sex,Female,,,,,POINT (-98.20078122699965 38.34774030000045),20,DIA,DIA04,,CRDRATE,SEX,SEXF,,,,
2021,2021,HI,Hawaii,BRFSS,Health Status,Average recent physically unhealthy days among adults,,Number,Crude Mean,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,HEA,HEA02,,CRDMEAN,RACE,AIAN,,,,
2016,2020,AZ,Arizona,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,17.3,17.3,,,16.7,17.9,Sex,Male,,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN01,,CRDRATE,SEX,SEXM,,,,
2021,2021,TX,Texas,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,,%,Crude Prevalence,54.1,54.1,,,44.3,63.5,Race/Ethnicity,Hispanic,,,,,POINT (-99.42677020599967 31.827240407000488),48,ART,ART04,,CRDPREV,RACE,HIS,,,,
2022,2022,KY,Kentucky,BRFSS,Social Determinants of Health,"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults",,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),21,SDOH,SDH05,,AGEADJPREV,RACE,ASN,,,,
2022,2022,ID,Idaho,BRFSS,Alcohol,Binge drinking prevalence among adults,,%,Age-adjusted Prevalence,17.0,17.0,,,9.9,27.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),16,ALC,ALC06,,AGEADJPREV,RACE,AIAN,,,,
2021,2021,NH,New Hampshire,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,,%,Crude Prevalence,57.4,57.4,,,52.8,61.8,Sex,Male,,,,,POINT (-71.50036091999965 43.65595011300047),33,ART,ART06,,CRDPREV,SEX,SEXM,,,,
2019,2020,OK,Oklahoma,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,,%,Crude Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Sex,Female,,,,,POINT (-97.52107021399968 35.47203135600046),40,CHC,CHC04,,CRDPREV,SEX,SEXF,,,,
2021,2021,CT,Connecticut,YRBSS,Tobacco,Current electronic vapor product use among high school students,,%,Crude Prevalence,14.5,14.5,,,11.4,18.3,Sex,Female,,,,,POINT (-72.64984095199964 41.56266102000046),9,TOB,TOB02,,CRDPREV,SEX,SEXF,,,,
2020,2020,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,,Number,Crude 75th percentile,9.8,9.8,,,9.0,10.9,Age,Age 45-64,,,,,POINT (-66.590149 18.220833),72,ALC,ALC05,,CRD75TH,AGE,AGE4564,,,,
2020,2020,OH,Ohio,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,,%,Crude Prevalence,80.6,80.6,,,77.0,83.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,SDOH,SDH12,,CRDPREV,RACE,BLK,,,,
2019,2019,ND,North Dakota,PRAMS,Oral Health,Preventive dental care in the 12 months before pregnancy among women with a recent live birth,,%,Crude Prevalence,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),38,ORH,ORH07,,CRDPREV,RACE,HAPI,,,,
2022,2022,MD,Maryland,BRFSS,Health Status,Average recent physically unhealthy days among adults,,Number,Crude Mean,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),24,HEA,HEA02,,CRDMEAN,RACE,HAPI,,,,
2021,2021,FL,Florida,BRFSS,Disability,Adults with any disability,,%,Age-adjusted Prevalence,,,*,No data available,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,DIS,DIS01,,AGEADJPREV,RACE,ASN,,,,
2019,2019,LA,Louisiana,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed regular soda at least one time daily among high school students,,%,Crude Prevalence,19.7,19.7,,,16.8,22.9,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),22,NPAW,NPW05,,CRDPREV,OVERALL,OVR,,,,
2021,2021,NC,North Carolina,BRFSS,Arthritis,Severe joint pain among adults with arthritis,,%,Crude Prevalence,48.0,48.0,,,30.5,66.0,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),37,ART,ART03,,CRDPREV,RACE,AIAN,,,,
2021,2021,ME,Maine,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Crude Prevalence,8.6,8.6,,,7.8,9.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),23,COPD,COPD01,,CRDPREV,RACE,WHT,,,,
2021,2021,WA,Washington,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Age-adjusted Prevalence,36.3,36.3,,,32.3,40.4,Race/Ethnicity,Hispanic,,,,,POINT (-120.47001078999972 47.52227862900048),53,NPAW,NPW14,,AGEADJPREV,RACE,HIS,,,,
2019,2019,MI,Michigan,BRFSS,Health Status,2 or more chronic conditions among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),26,HEA,HEA05,,AGEADJPREV,RACE,ASN,,,,
2022,2022,SD,South Dakota,BRFSS,Social Determinants of Health,Lack of reliable transportation in the past 12 months among adults,,%,Age-adjusted Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,SDOH,SDH06,,AGEADJPREV,RACE,MRC,,,,
2020,2020,VT,Vermont,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,15.8,15.8,,,13.4,18.7,Age,Age 18-44,,,,,POINT (-72.51764079099962 43.62538123900049),50,DIS,DIS01,,CRDPREV,AGE,AGE1844,,,,
2021,2021,MN,Minnesota,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,,%,Crude Prevalence,92.2,92.2,,,88.7,94.7,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),27,MAT,MAT01,,CRDPREV,OVERALL,OVR,,,,
2022,2022,WI,Wisconsin,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,DIS,DIS01,,CRDPREV,RACE,HAPI,,,,
2020,2020,KS,Kansas,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,2938.0,2938.0,,,,,Age,Age >=65,,,,,POINT (-98.20078122699965 38.34774030000045),20,COPD,COPD06,,NMBR,AGE,AGE65P,,,,
2019,2019,KY,Kentucky,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed fruit less than one time daily among high school students,,%,Crude Prevalence,10.1,10.1,,,7.0,14.4,Grade,Grade 9,,,,,POINT (-84.77497104799966 37.645970271000465),21,NPAW,NPW01,,CRDPREV,GRADE,GRD9,,,,
2020,2020,CO,Colorado,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,0.7,0.7,,,0.4,1.1,Sex,Male,,,,,POINT (-106.13361092099967 38.843840757000464),8,AST,AST01,,CRDRATE,SEX,SEXM,,,,
2022,2022,MN,Minnesota,BRFSS,Social Determinants of Health,Lack of social and emotional support needed among adults,,%,Crude Prevalence,7.2,7.2,,,6.6,7.9,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),27,SDOH,SDH07,,CRDPREV,OVERALL,OVR,,,,
2020,2020,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,,Number,Crude Median,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-66.590149 18.220833),72,ALC,ALC04,,CRDMEDN,RACE,BLK,,,,
2019,2019,ND,North Dakota,ACS,Social Determinants of Health,High school completion among adults aged 18-24,,%,Crude Prevalence,90.7,90.7,,,83.5,94.9,Sex,Female,,,,,POINT (-100.11842104899966 47.47531977900047),38,SDOH,SDH02,,CRDPREV,SEX,SEXF,,,,
2016,2020,MO,Missouri,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,4.4,4.4,,,3.0,6.1,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN01,,CRDRATE,RACE,API,,,,
2021,2021,OR,Oregon,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,51.0,51.0,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-120.15503132599969 44.56744942400047),41,ALC,ALC09,,NMBR,RACE,HIS,,,,
2022,2022,WI,Wisconsin,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,,%,Crude Prevalence,72.0,72.0,,,70.0,73.8,Overall,Overall,,,,,POINT (-89.81637074199966 44.39319117400049),55,IMM,IMM04,,CRDPREV,OVERALL,OVR,,,,
2019,2020,NV,Nevada,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,,%,Age-adjusted Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),32,CHC,CHC03,,AGEADJPREV,RACE,HAPI,,,,
2022,2022,TN,Tennessee,BRFSS,Health Status,2 or more chronic conditions among adults,,%,Crude Prevalence,27.8,27.8,,,25.6,30.1,Sex,Female,,,,,POINT (-85.77449091399967 35.68094058000048),47,HEA,HEA05,,CRDPREV,SEX,SEXF,,,,
2022,2022,TN,Tennessee,BRFSS,Social Determinants of Health,Lack of reliable transportation in the past 12 months among adults,,%,Age-adjusted Prevalence,9.7,9.7,,,7.9,12.0,Sex,Male,,,,,POINT (-85.77449091399967 35.68094058000048),47,SDOH,SDH06,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,NY,New York,BRFSS,Arthritis,Physical inactivity among adults with arthritis,,%,Crude Prevalence,36.7,36.7,,,30.1,43.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),36,ART,ART05,,CRDPREV,RACE,BLK,,,,
2020,2020,SC,South Carolina,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Age-adjusted Rate,15.38,15.38,,,10.19,20.58,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,CVD,CVD06,,AGEADJRATE,RACE,API,,,,
2019,2019,AR,Arkansas,BRFSS,Arthritis,Severe joint pain among adults with arthritis,,%,Age-adjusted Prevalence,36.9,36.9,,,32.3,41.8,Sex,Male,,,,,POINT (-92.27449074299966 34.74865012400045),5,ART,ART03,,AGEADJPREV,SEX,SEXM,,,,
2022,2022,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,,%,Crude Prevalence,29.6,29.6,,,25.8,33.7,Race/Ethnicity,Hispanic,,,,,POINT (-81.92896053899966 28.932040377000476),12,NPAW,NPW06,,CRDPREV,RACE,HIS,,,,
2021,2021,UT,Utah,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,62.0,62.0,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-111.58713063499971 39.360700171000474),49,COPD,COPD06,,NMBR,RACE,HIS,,,,
2021,2021,NE,Nebraska,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Crude Prevalence,27.8,27.8,,,18.5,39.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CVD,CVD04,,CRDPREV,RACE,MRC,,,,
2021,2022,ND,North Dakota,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,,%,Crude Prevalence,29.0,29.0,,,21.8,37.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),38,CHC,CHC04,,CRDPREV,RACE,AIAN,,,,
2022,2022,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,,%,Crude Prevalence,32.6,32.6,,,27.2,38.6,Sex,Female,,,,,POINT (144.793731 13.444304),66,NPAW,NPW06,,CRDPREV,SEX,SEXF,,,,
2020,2021,CT,Connecticut,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,,%,Crude Prevalence,29.2,29.2,,,25.7,33.0,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),9,SLEP,SLP01,,CRDPREV,OVERALL,OVR,,,,
2019,2019,MI,Michigan,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Crude Rate,73.63,73.63,,,71.87,75.38,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),26,CVD,CVD06,,CRDRATE,RACE,BLK,,,,
2021,2021,NC,North Carolina,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,,%,Crude Prevalence,13.3,13.3,,,12.0,14.7,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),37,SDOH,SDH09,,CRDPREV,OVERALL,OVR,,,,
2021,2021,NV,Nevada,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,,%,Age-adjusted Prevalence,54.7,54.7,,,49.4,59.9,Sex,Male,,,,,POINT (-117.07184056399967 39.493240390000494),32,CVD,CVD02,,AGEADJPREV,SEX,SEXM,,,,
2022,2022,HI,Hawaii,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,,%,Age-adjusted Prevalence,70.3,70.3,,,67.8,72.6,Sex,Female,,,,,POINT (-157.85774940299973 21.304850435000446),15,ORH,ORH01,,AGEADJPREV,SEX,SEXF,,,,
2021,2021,IA,Iowa,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Age-adjusted Prevalence,48.7,48.7,,,44.4,53.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),19,IMM,IMM02,,AGEADJPREV,RACE,WHT,,,,
2020,2020,WY,Wyoming,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-108.10983035299967 43.23554134300048),56,DIA,DIA03,,CRDRATE,RACE,HAPI,,,,
2022,2022,CA,California,BRFSS,Social Determinants of Health,Lack of reliable transportation in the past 12 months among adults,,%,Crude Prevalence,8.9,8.9,,,7.6,10.4,Sex,Male,,,,,POINT (-120.99999953799971 37.63864012300047),6,SDOH,SDH06,,CRDPREV,SEX,SEXM,,,,
